Transaction_ID,Transaction_Date,Customer_ID,Product_Name,Quantity,Price,Payment_Method,Transaction_Status
T48252,7/24/2022,C682,Smartphone,-10,-988.27,Credit Card,Failed
T48253,7/24/2022,Unknown,Tablet,885,-58.515,Cash,Completed
T48254,7/24/2022,C104,Smartphone,488,-651.89,PayPal,Completed
T48255,7/24/2022,C3608,Smartphone,206,-766.4,Cash,Completed
T48256,7/24/2022,C1879,Coffee Machine,3,-53.65,PayPal,Completed
T48257,7/24/2022,C2122,Tablet,8,-905.6,Cash,Pending
T48258,7/24/2022,C299,Headphones,-1,-361.49,Cash,Failed
T48259,7/24/2022,C3517,Smartphone,5,-444.31,PayPal,Completed
T48260,3/11/2022,C1888,Coffee Machine,7,-53.65,Credit Card,Completed
T48261,7/24/2022,C4479,Coffee Machine,-3,-53.65,PayPal,Completed
T48262,7/4/2020,C2726,Smartphone,6,782.98,Cash,Failed
T48263,7/24/2022,C771,Smartphone,10,608.8,Credit Card,Pending
T48264,7/24/2022,C4710,Laptop,965,651.79,Cash,Failed
T48265,7/24/2022,C3364,Smartphone,-1,-525.32,Credit Card,Failed
T48266,5/4/2023,C3463,Smartphone,418,994.71,PayPal,Completed
T48267,7/24/2022,C1904,Headphones,9,581.37,Credit Card,Failed
T48268,7/24/2022,C1221,Coffee Machine,-1,-693.74,PayPal,Pending
T48269,7/24/2022,C4618,Smartphone,8,62.87,PayPal,Completed
T48270,7/24/2022,C4141,Headphones,-5,391.96,Cash,Completed
T48271,7/24/2022,C1052,Laptop,-6,689.21,Credit Card,Pending
T48272,3/19/2024,C3446,Laptop,6,-956.49,Credit Card,Completed
T48273,7/24/2022,C4480,Smartphone,333,62.87,PayPal,Completed
T48274,7/24/2022,C4424,Headphones,2,-537.2,PayPal,Completed
T48275,7/24/2022,C1094,Laptop,1,55.875,Credit Card,Completed
T48276,7/24/2022,C2270,Tablet,8,266.51,PayPal,Completed
T48277,3/13/2020,Unknown,Smartphone,6,62.87,Credit Card,Failed
T48278,12/21/2023,C026,Headphones,647,-414.03,PayPal,Pending
T48279,5/8/2023,Unknown,Tablet,8,435.25,Credit Card,Completed
T48280,7/24/2022,C4693,Tablet,6,-58.515,PayPal,Completed
T48281,7/24/2022,Unknown,Smartphone,276,877.14,PayPal,Completed
T48282,9/18/2022,C1389,Headphones,134,198.68,Credit Card,Failed
T48283,7/24/2022,C4585,Coffee Machine,-8,-53.65,PayPal,Pending
T48284,1/7/2021,C4732,Headphones,448,316.76,PayPal,Completed
T48285,7/24/2022,C4181,Laptop,-10,55.875,PayPal,Completed
T48286,7/24/2022,C2763,Tablet,-7,-58.515,Credit Card,Completed
T48287,7/24/2022,C3711,Tablet,853,-58.515,Cash,Completed
T48288,7/24/2022,C1404,Tablet,-6,-315.91,Credit Card,Completed
T48289,7/24/2022,C4781,Laptop,1,55.875,Credit Card,Completed
T48290,2/28/2023,C1431,Smartphone,584,52.45,Cash,Completed
T48291,6/22/2020,C388,Tablet,-3,-252.71,PayPal,Completed
T48292,7/24/2022,Unknown,Coffee Machine,-7,-53.65,Credit Card,Failed
T48293,7/24/2022,C3956,Coffee Machine,798,859.21,PayPal,Completed
T48295,12/26/2024,C1843,Headphones,6,-52.565,Cash,Completed
T48296,6/24/2022,C1958,Tablet,-5,-58.515,Credit Card,Completed
T48297,3/29/2024,C1911,Tablet,9,-58.515,Credit Card,Completed
T48298,4/26/2024,C3637,Laptop,6,55.875,Credit Card,Pending
T48300,7/24/2022,C1957,Tablet,185,477.14,Cash,Failed
T48301,7/24/2022,C1420,Laptop,556,-221.07,Credit Card,Pending
T48302,7/24/2022,Unknown,Coffee Machine,6,235.65,PayPal,Completed
T48303,7/24/2022,C2793,Tablet,814,131.65,Credit Card,Completed
T48304,7/24/2022,C181,Tablet,640,-974.82,Cash,Completed
T48305,7/24/2022,C773,Laptop,-6,402.95,Credit Card,Failed
T48306,4/28/2020,C3456,Headphones,2,-504.75,Credit Card,Completed
T48307,7/24/2022,C1609,Headphones,6,879.09,Credit Card,Failed
T48308,7/24/2022,C1232,Headphones,8,-675.05,Credit Card,Pending
T48309,7/24/2022,C3567,Coffee Machine,800,-236.82,Credit Card,Completed
T48310,7/24/2022,C4139,Laptop,1,55.875,Credit Card,Completed
T48312,2/7/2023,C2139,Headphones,365,-52.565,Credit Card,Completed
T48313,7/24/2022,C1231,Laptop,6,-595.36,Credit Card,Completed
T48314,7/24/2022,C1728,Coffee Machine,6,-511.67,PayPal,Completed
T48315,7/24/2022,C2934,Coffee Machine,915,-849.93,Credit Card,Completed
T48316,7/24/2022,C1816,Coffee Machine,-8,-53.65,Credit Card,Completed
T48317,9/24/2023,C3392,Tablet,2,533.6,PayPal,Completed
T48318,3/17/2021,C618,Coffee Machine,-6,-53.65,Credit Card,Pending
T48319,3/24/2021,C2570,Smartphone,-8,80.38,PayPal,Completed
T48320,7/24/2022,C2905,Coffee Machine,-5,728.4,Credit Card,Pending
T48321,7/24/2022,C985,Laptop,950,-359.38,Credit Card,Pending
T48322,7/24/2022,C4397,Headphones,380,-285.36,Cash,Failed
T48323,7/24/2022,C3767,Tablet,705,-333.01,PayPal,Completed
T48324,5/11/2024,C2666,Laptop,6,673.05,PayPal,Failed
T48325,7/24/2022,C1297,Smartphone,167,142.18,PayPal,Completed
T48326,11/16/2022,C3868,Coffee Machine,138,-874.49,PayPal,Completed
T48327,7/24/2022,C3374,Laptop,-2,754.38,Credit Card,Pending
T48328,7/12/2022,C1052,Smartphone,911,-454.05,Credit Card,Completed
T48329,10/14/2021,C4114,Smartphone,5,783.96,PayPal,Pending
T48330,7/24/2022,C4742,Coffee Machine,877,-53.65,Credit Card,Completed
T48331,9/9/2021,C1261,Tablet,-6,-58.515,Credit Card,Pending
T48332,12/23/2023,C1491,Tablet,658,-58.515,Credit Card,Failed
T48333,7/24/2022,C1845,Smartphone,864,-424.71,Credit Card,Completed
T48334,7/24/2022,C2370,Coffee Machine,753,-53.65,PayPal,Pending
T48335,7/24/2022,Unknown,Tablet,-7,-807.71,PayPal,Completed
T48336,7/10/2024,C2559,Laptop,1,-263.95,PayPal,Completed
T48337,7/24/2022,C991,Smartphone,6,62.87,Credit Card,Completed
T48338,7/24/2022,C1683,Smartphone,-2,936.85,Cash,Completed
T48339,7/24/2022,C1945,Headphones,-2,-52.565,PayPal,Completed
T48340,7/24/2022,C3196,Coffee Machine,8,-792.23,Cash,Pending
T48341,7/24/2022,C1000,Headphones,3,427.41,Credit Card,Completed
T48342,1/19/2025,C2395,Laptop,-6,620.36,Credit Card,Pending
T48343,7/24/2022,C183,Coffee Machine,-4,-53.65,Cash,Completed
T48344,4/29/2021,C4832,Smartphone,693,775.7,PayPal,Completed
T48346,7/24/2022,C4207,Headphones,6,-875.07,Credit Card,Completed
T48347,7/24/2022,C1635,Laptop,9,-103.32,Credit Card,Completed
T48348,7/24/2022,C3063,Tablet,779,419.19,PayPal,Pending
T48349,9/27/2023,C1096,Smartphone,807,-368.66,PayPal,Pending
T48350,7/24/2022,C910,Coffee Machine,-10,548.09,Credit Card,Failed
T48351,7/24/2022,C036,Tablet,-6,971.38,Credit Card,Completed
T48352,12/15/2024,C2839,Smartphone,-5,-172.11,PayPal,Completed
T48353,7/24/2022,C3779,Tablet,4,-132.57,PayPal,Failed
T48354,1/24/2024,C2074,Smartphone,3,245.12,Credit Card,Failed
T48356,4/10/2022,C914,Laptop,-1,-411.57,PayPal,Completed
T48357,7/24/2022,C1195,Smartphone,269,62.87,Credit Card,Completed
T48358,5/9/2020,C2302,Laptop,910,-461.14,Credit Card,Completed
T48359,7/24/2022,C4229,Headphones,152,573.16,Credit Card,Completed
T48360,7/24/2022,C1846,Coffee Machine,998,-219.11,PayPal,Completed
T48361,4/7/2021,C4898,Headphones,736,83.44,PayPal,Failed
T48363,7/29/2023,C3314,Headphones,840,323.46,Credit Card,Completed
T48364,7/24/2022,C2073,Headphones,-1,573.54,Credit Card,Completed
T48365,7/24/2022,C4696,Tablet,1,-58.515,Cash,Completed
T48366,7/24/2022,C1745,Laptop,173,-226.86,Credit Card,Completed
T48367,7/24/2022,C2769,Tablet,536,-144.72,Credit Card,Pending
T48368,7/6/2020,C3737,Coffee Machine,6,999.5,PayPal,Completed
T48369,7/24/2022,C3652,Coffee Machine,-9,-652.78,Cash,Completed
T48370,7/24/2022,C3168,Coffee Machine,777,-53.65,Credit Card,Completed
T48371,7/24/2022,C1942,Headphones,158,140.12,Cash,Completed
T48372,7/24/2022,C756,Headphones,115,-484.64,Credit Card,Failed
T48373,7/24/2022,C1342,Tablet,315,-58.515,Credit Card,Completed
T48374,9/24/2024,C4430,Headphones,843,-52.565,Credit Card,Completed
T48375,12/23/2022,C618,Tablet,2,-58.515,PayPal,Failed
T48376,3/11/2021,C915,Laptop,-7,55.875,Credit Card,Pending
T48377,7/24/2022,C493,Headphones,10,-52.565,Credit Card,Completed
T48378,7/24/2022,C4752,Smartphone,3,253.89,Cash,Completed
T48379,5/6/2024,C2974,Headphones,-6,-607.51,PayPal,Completed
T48380,5/8/2024,C3983,Tablet,2,-58.515,Credit Card,Completed
T48381,8/7/2020,C3363,Smartphone,610,62.87,Credit Card,Completed
T48382,7/24/2022,C619,Laptop,-1,784.7,PayPal,Completed
T48383,7/24/2022,C164,Headphones,211,-52.565,Cash,Pending
T48384,3/14/2022,C2040,Tablet,-9,-519.7,Cash,Completed
T48385,7/15/2022,C1574,Headphones,-7,741.46,PayPal,Completed
T48386,6/20/2021,C924,Tablet,142,-225.88,Credit Card,Completed
T48387,7/24/2022,C799,Headphones,10,-975.31,Cash,Pending
T48388,7/24/2022,C1652,Tablet,-8,-58.515,Credit Card,Failed
T48390,6/7/2021,C1557,Tablet,6,870.58,PayPal,Completed
T48391,7/24/2022,C4611,Headphones,6,525.05,Cash,Completed
T48392,7/24/2022,C3931,Smartphone,871,62.87,Credit Card,Completed
T48393,7/24/2022,Unknown,Smartphone,-1,429.17,Credit Card,Pending
T48394,9/26/2022,C3742,Smartphone,2,-246.38,PayPal,Completed
T48395,10/3/2024,C1219,Coffee Machine,124,912.54,PayPal,Completed
T48396,7/24/2022,C532,Coffee Machine,552,-53.65,Credit Card,Completed
T48397,7/24/2022,C1074,Smartphone,1,62.87,Credit Card,Failed
T48398,7/24/2022,Unknown,Coffee Machine,6,-53.65,PayPal,Completed
T48399,7/24/2022,C4456,Laptop,10,55.875,Cash,Pending
T48400,7/24/2022,C3212,Tablet,6,-470.3,Cash,Completed
T48401,7/24/2022,C2132,Laptop,-3,844.29,Credit Card,Pending
T56147,7/24/2022,C3517,Tablet,268,-58.515,Credit Card,Completed
T48403,7/24/2022,C1800,Smartphone,864,-963.64,Credit Card,Pending
T48404,7/24/2022,C1657,Smartphone,6,62.87,PayPal,Completed
T48405,3/19/2024,C4071,Tablet,4,-118.96,Cash,Failed
T48406,7/24/2022,C063,Smartphone,505,62.87,Cash,Completed
T48408,7/24/2022,C3779,Laptop,800,-627.74,PayPal,Completed
T48409,7/24/2022,C1679,Tablet,-1,-761.65,PayPal,Completed
T48410,2/6/2023,C2755,Tablet,-10,-58.515,Cash,Completed
T48411,7/24/2022,C4909,Laptop,593,318.05,Credit Card,Completed
T48412,1/20/2020,C2373,Smartphone,-1,406.99,Credit Card,Completed
T48414,7/24/2022,C2128,Tablet,455,-58.515,PayPal,Completed
T48415,7/24/2022,C4136,Laptop,323,-374.13,Credit Card,Completed
T48416,7/24/2022,C1471,Smartphone,-7,-543.76,Cash,Completed
T48417,2/20/2023,C3451,Smartphone,-8,62.87,PayPal,Completed
T48418,7/24/2022,C1661,Smartphone,5,540.95,Cash,Failed
T48419,9/24/2023,Unknown,Headphones,5,-344.54,PayPal,Completed
T48420,7/24/2022,C1033,Coffee Machine,672,693.67,Credit Card,Completed
T48421,7/24/2022,Unknown,Tablet,-1,495.54,Credit Card,Pending
T48422,7/24/2022,C875,Smartphone,2,62.87,PayPal,Completed
T48423,7/24/2022,C3453,Laptop,8,55.875,PayPal,Completed
T48424,8/8/2022,C1713,Tablet,738,-909.8,Credit Card,Completed
T48425,7/24/2022,C3668,Tablet,254,836.41,Credit Card,Failed
T48426,1/29/2021,Unknown,Smartphone,439,-393.22,Cash,Completed
T48427,7/24/2022,C4265,Tablet,7,-348.88,Credit Card,Failed
T48428,2/2/2022,C2602,Coffee Machine,-9,-53.65,PayPal,Completed
T48429,3/1/2023,C4097,Tablet,-7,-58.515,PayPal,Completed
T48431,7/24/2022,C1775,Headphones,-8,-752.55,PayPal,Failed
T48432,7/24/2022,C4126,Laptop,1,915.43,Credit Card,Pending
T48433,7/24/2022,C4708,Coffee Machine,-10,-202.45,Cash,Completed
T48434,5/16/2022,C001,Smartphone,661,62.87,PayPal,Completed
T48435,7/24/2022,C4522,Tablet,246,-58.515,Cash,Completed
T48436,7/24/2022,C407,Tablet,3,-58.515,PayPal,Completed
T48437,3/24/2021,C4796,Smartphone,-1,184.39,PayPal,Failed
T48438,7/24/2022,C3337,Headphones,10,-711.93,PayPal,Pending
T48439,7/24/2022,C4527,Headphones,-4,-52.565,Cash,Failed
T48440,7/24/2022,C1912,Coffee Machine,-10,911.33,PayPal,Completed
T48441,7/24/2022,C2407,Laptop,1,55.875,Cash,Failed
T48442,7/24/2022,C3659,Headphones,-5,805.97,PayPal,Completed
T48443,7/24/2022,C4699,Smartphone,2,151.36,Credit Card,Completed
T48444,7/21/2020,C2975,Coffee Machine,829,-876.78,PayPal,Completed
T48445,7/24/2022,C4765,Laptop,-2,-556.6,PayPal,Completed
T48447,7/11/2021,C3434,Smartphone,871,62.87,Credit Card,Completed
T48448,7/24/2022,C3833,Smartphone,5,-133.94,Credit Card,Failed
T48449,7/24/2022,C1883,Headphones,285,728.37,Credit Card,Failed
T48450,4/16/2023,C4409,Coffee Machine,-5,-350.4,PayPal,Failed
T48451,12/3/2022,C431,Laptop,494,-170.65,Credit Card,Completed
T48452,5/11/2022,C176,Coffee Machine,499,-53.65,Cash,Completed
T48453,12/24/2021,C3902,Laptop,10,-829.05,PayPal,Pending
T48454,6/1/2021,C2596,Headphones,818,-52.565,Credit Card,Completed
T48455,9/16/2020,C4033,Coffee Machine,-1,-400.31,Cash,Completed
T48456,11/26/2021,C3175,Smartphone,469,186.85,Credit Card,Completed
T48457,7/24/2022,C1837,Tablet,987,429.05,PayPal,Completed
T48458,7/24/2022,C2045,Coffee Machine,8,746.97,Cash,Completed
T48459,3/10/2021,C4276,Smartphone,-4,932.35,Credit Card,Pending
T48460,11/21/2023,C4598,Tablet,690,-525.22,Credit Card,Failed
T48461,8/14/2021,C4444,Laptop,1,371.48,Credit Card,Completed
T48462,11/17/2021,C4316,Laptop,3,-400.53,Credit Card,Pending
T48463,7/24/2022,C1540,Laptop,-9,-951.37,PayPal,Pending
T48464,7/24/2022,C530,Tablet,-7,-648.36,Credit Card,Failed
T48466,12/19/2022,C786,Coffee Machine,777,387.37,PayPal,Completed
T48467,7/24/2022,C1749,Smartphone,1,-694.15,Cash,Completed
T48468,7/24/2022,C1302,Smartphone,-5,62.87,Credit Card,Completed
T48469,2/6/2024,C3268,Coffee Machine,501,-53.65,PayPal,Failed
T48470,8/19/2023,C4318,Coffee Machine,6,-557.52,PayPal,Pending
T48471,7/24/2022,C3318,Laptop,708,637.41,Credit Card,Failed
T48472,7/24/2022,C085,Coffee Machine,8,-53.65,Credit Card,Failed
T48473,7/24/2022,C3551,Headphones,513,-678.09,Credit Card,Completed
T48474,7/24/2022,Unknown,Headphones,-3,-52.565,PayPal,Completed
T48475,7/24/2022,C4027,Smartphone,7,-768.99,Credit Card,Completed
T48476,7/24/2022,C4411,Tablet,-1,-221.69,PayPal,Completed
T48477,9/3/2022,C2906,Coffee Machine,9,167.57,PayPal,Completed
T48478,7/24/2022,C3823,Headphones,10,-52.565,Credit Card,Completed
T48479,12/24/2020,C023,Coffee Machine,721,-648.13,Credit Card,Completed
T48480,7/24/2022,C964,Smartphone,-1,216.75,PayPal,Completed
T48481,7/24/2022,C3281,Smartphone,327,-804.28,Credit Card,Pending
T48483,7/24/2022,C2287,Headphones,613,-317.17,Credit Card,Completed
T48485,7/24/2022,C170,Headphones,-5,-52.565,Credit Card,Completed
T48486,7/24/2022,C955,Headphones,6,-52.565,PayPal,Completed
T48487,7/24/2022,C4010,Coffee Machine,-8,-53.65,Cash,Completed
T48488,3/6/2021,C1488,Coffee Machine,1,-722.24,PayPal,Completed
T48489,7/24/2022,C2823,Laptop,-10,-799.4,PayPal,Completed
T48490,6/1/2020,C2843,Coffee Machine,2,213.27,PayPal,Completed
T48491,7/24/2022,C4147,Coffee Machine,6,361.62,PayPal,Completed
T48492,1/21/2025,C3133,Tablet,-7,-976.48,Credit Card,Failed
T48493,7/24/2022,C4370,Laptop,-4,55.875,Credit Card,Completed
T48494,3/10/2023,C472,Coffee Machine,914,120.15,PayPal,Completed
T48495,10/29/2021,C3382,Headphones,10,-993.17,PayPal,Completed
T48496,9/16/2021,C2133,Laptop,142,55.875,Credit Card,Failed
T48497,7/24/2022,C3637,Coffee Machine,647,584.12,Credit Card,Pending
T48498,6/21/2024,C3355,Coffee Machine,-1,811.03,Cash,Pending
T48499,3/8/2023,C618,Smartphone,9,-730.26,PayPal,Completed
T48501,7/24/2022,C4899,Coffee Machine,6,-991.66,PayPal,Failed
T48502,7/24/2022,C2386,Headphones,5,-52.565,Credit Card,Pending
T48503,12/20/2021,C4738,Coffee Machine,-7,-53.65,PayPal,Completed
T48504,7/24/2022,C4716,Coffee Machine,2,-963.97,PayPal,Failed
T48505,7/24/2022,C2825,Laptop,1,55.875,Credit Card,Pending
T48507,7/24/2022,C073,Laptop,4,55.875,Cash,Pending
T48508,5/21/2020,Unknown,Smartphone,6,-99.69,PayPal,Completed
T48509,7/27/2021,C967,Laptop,-8,-452.93,Credit Card,Completed
T48510,1/1/2023,C693,Headphones,-2,-52.565,PayPal,Failed
T48511,7/24/2022,C3028,Coffee Machine,2,-701.12,Credit Card,Failed
T48512,1/24/2020,C4758,Headphones,755,-727.22,Cash,Completed
T48513,4/21/2021,C1073,Smartphone,8,-559.75,Credit Card,Completed
T48514,2/27/2021,C1495,Headphones,963,240.77,Credit Card,Completed
T48515,7/24/2022,C166,Coffee Machine,3,50.5,Cash,Completed
T48517,7/24/2022,C257,Headphones,398,-52.565,PayPal,Completed
T48518,7/24/2022,C3930,Headphones,-9,-662.2,Cash,Pending
T48519,5/14/2020,C3030,Headphones,920,621.92,PayPal,Pending
T48520,7/24/2022,C3796,Tablet,4,-69.43,PayPal,Completed
T48521,7/24/2022,C4132,Tablet,-2,-79.37,Credit Card,Completed
T48522,7/24/2022,C1965,Headphones,-4,-817.24,Cash,Completed
T48523,9/30/2021,C3458,Tablet,10,-242.58,Cash,Completed
T48524,12/11/2021,C2396,Tablet,3,-58.515,Cash,Completed
T48525,2/26/2021,C1511,Coffee Machine,-7,-850.89,Credit Card,Completed
T48526,7/24/2022,C487,Laptop,-8,55.875,Credit Card,Completed
T48527,7/24/2022,C4632,Headphones,-10,-52.565,PayPal,Pending
T82209,7/24/2022,C242,Headphones,-7,-676.68,Credit Card,Failed
T48531,7/24/2022,C4217,Coffee Machine,-9,-570.52,Credit Card,Failed
T48532,6/29/2021,C254,Laptop,323,775.82,Credit Card,Completed
T48533,7/24/2022,C2724,Tablet,-1,-58.515,Credit Card,Completed
T48534,7/24/2022,C2151,Tablet,5,-569.39,Cash,Completed
T48535,7/19/2024,C4273,Coffee Machine,5,-53.65,Credit Card,Completed
T48536,7/24/2022,C586,Headphones,313,604.72,Credit Card,Failed
T48537,7/24/2022,C2980,Laptop,6,55.875,PayPal,Pending
T48538,12/16/2022,C4521,Smartphone,6,62.87,Credit Card,Failed
T48539,9/9/2020,C1969,Headphones,409,-120.86,Cash,Completed
T48540,7/24/2022,C3403,Smartphone,954,472.98,Credit Card,Pending
T48541,7/24/2022,C1214,Coffee Machine,842,149.4,Credit Card,Failed
T48542,7/24/2022,C4449,Smartphone,7,-778.12,Credit Card,Completed
T48543,7/24/2022,C3263,Headphones,-5,-714.9,PayPal,Completed
T48544,7/24/2022,C3657,Laptop,7,55.875,Cash,Completed
T48545,7/24/2022,C3756,Tablet,-9,-58.515,Cash,Failed
T48546,7/24/2022,C1118,Headphones,310,-52.565,Credit Card,Completed
T48547,7/24/2022,C4930,Coffee Machine,-3,-53.65,Credit Card,Failed
T48548,7/24/2022,C1967,Coffee Machine,-9,-53.65,Credit Card,Pending
T48549,7/24/2022,C4279,Coffee Machine,794,-53.65,PayPal,Completed
T48551,12/10/2023,C4972,Coffee Machine,5,190.42,Credit Card,Completed
T48552,7/24/2022,C4411,Coffee Machine,6,-162.6,PayPal,Failed
T48554,7/24/2022,C2547,Laptop,9,846.97,Credit Card,Failed
T48555,7/24/2022,C3282,Laptop,2,217.4,Credit Card,Completed
T48556,7/24/2022,C1859,Smartphone,6,62.87,Cash,Failed
T48557,10/9/2024,C1395,Laptop,-1,-228.28,PayPal,Completed
T48558,6/3/2024,C2387,Smartphone,299,-60.26,Credit Card,Completed
T48559,1/15/2020,C199,Laptop,8,55.875,Cash,Completed
T48560,7/9/2023,C349,Coffee Machine,3,497.24,Credit Card,Completed
T48561,7/24/2022,C222,Laptop,423,87.5,PayPal,Completed
T48562,7/24/2022,C3278,Headphones,-6,-52.565,PayPal,Completed
T48563,7/24/2022,C203,Headphones,4,-73.79,PayPal,Failed
T48564,4/16/2022,Unknown,Smartphone,976,-125.01,Credit Card,Completed
T48565,7/24/2022,C2225,Laptop,5,-601.54,PayPal,Pending
T48566,3/15/2024,C828,Coffee Machine,898,-940.49,Credit Card,Pending
T48567,7/24/2022,C351,Tablet,8,-58.515,Credit Card,Completed
T48568,7/24/2022,C145,Smartphone,546,-240.97,PayPal,Pending
T48569,6/22/2023,C4172,Laptop,-1,55.875,Credit Card,Completed
T48570,7/24/2022,C3576,Coffee Machine,264,-53.65,PayPal,Failed
T48571,7/24/2022,C4117,Tablet,-9,-352.82,PayPal,Completed
T48572,7/24/2022,Unknown,Headphones,746,51.37,Credit Card,Completed
T48573,7/24/2022,C1705,Smartphone,-7,288.13,PayPal,Completed
T48574,2/4/2024,C2653,Headphones,534,339.97,PayPal,Completed
T48575,7/24/2022,C4922,Smartphone,148,62.87,Credit Card,Completed
T48576,2/17/2024,C4585,Tablet,-7,-58.515,Cash,Completed
T48577,8/25/2024,C1109,Smartphone,592,673.31,Credit Card,Completed
T48578,11/21/2023,C3752,Laptop,2,-807,Credit Card,Completed
T48579,11/5/2024,C1814,Smartphone,9,62.87,Credit Card,Completed
T48581,4/17/2021,C4902,Smartphone,3,-775.47,PayPal,Pending
T48582,7/24/2022,C1820,Smartphone,2,508.31,PayPal,Completed
T56923,1/16/2023,C2308,Tablet,730,-58.515,PayPal,Pending
T48584,7/24/2022,C4684,Laptop,-4,55.875,Credit Card,Completed
T48585,4/12/2021,C4302,Laptop,-1,55.875,Credit Card,Completed
T48586,7/24/2022,C1173,Tablet,-4,-58.515,Cash,Completed
T48587,7/24/2022,C217,Laptop,-4,55.875,Cash,Completed
T48588,12/13/2023,C535,Coffee Machine,6,-237.25,Cash,Completed
T48589,7/24/2022,C4716,Coffee Machine,5,-610.04,Credit Card,Pending
T48590,1/18/2021,C232,Tablet,-5,286.39,PayPal,Completed
T48591,4/7/2024,C4801,Coffee Machine,452,233.03,Credit Card,Completed
T48592,7/24/2022,C4974,Tablet,4,-58.515,Cash,Completed
T48593,7/24/2022,C969,Tablet,4,-58.515,Credit Card,Failed
T48594,7/24/2022,C3740,Laptop,640,-96.74,PayPal,Pending
T48595,7/24/2022,C344,Headphones,10,-52.565,PayPal,Pending
T48596,12/8/2022,C1403,Laptop,5,605.95,Credit Card,Completed
T48597,7/24/2022,C2483,Tablet,-10,-432.84,Cash,Failed
T48598,3/7/2021,C1820,Smartphone,6,-474.24,Cash,Failed
T48599,7/24/2022,C3184,Smartphone,852,458.54,Cash,Pending
T48600,7/31/2021,C4469,Headphones,9,-52.565,Credit Card,Completed
T48601,8/25/2021,C841,Laptop,6,-669.69,Credit Card,Completed
T48602,7/24/2022,C2284,Coffee Machine,9,-53.65,PayPal,Completed
T48603,7/24/2022,C351,Laptop,-6,-492.3,PayPal,Completed
T48604,12/16/2024,C4774,Laptop,-2,-148.79,Credit Card,Completed
T48605,6/8/2023,Unknown,Tablet,7,-58.515,Credit Card,Pending
T48606,7/24/2022,C619,Tablet,408,-510.17,Cash,Completed
T48607,7/24/2022,Unknown,Smartphone,103,-399.32,Cash,Completed
T48608,5/26/2020,C547,Headphones,-9,-626.81,PayPal,Failed
T48609,11/3/2021,Unknown,Coffee Machine,9,-53.65,Credit Card,Completed
T48610,7/24/2022,C2945,Smartphone,7,62.87,Cash,Completed
T48611,7/24/2022,C2997,Smartphone,911,-740.17,PayPal,Completed
T48612,4/1/2021,C4993,Coffee Machine,-7,-745.44,Credit Card,Completed
T48613,11/9/2022,C3603,Headphones,-5,-52.565,Cash,Completed
T48614,7/24/2022,C1394,Headphones,298,-52.565,Credit Card,Completed
T48615,7/24/2022,C4792,Laptop,-3,499.89,Credit Card,Pending
T48616,7/24/2022,C510,Coffee Machine,315,-53.65,Credit Card,Completed
T48617,7/24/2022,C4742,Coffee Machine,-7,-53.65,Cash,Completed
T48618,7/24/2022,C4168,Headphones,7,401.55,Credit Card,Completed
T48619,7/20/2021,C3925,Laptop,861,123.43,PayPal,Completed
T48620,6/27/2023,C872,Laptop,320,969.28,Cash,Completed
T48621,7/24/2022,C924,Headphones,712,-174.71,PayPal,Completed
T48622,7/24/2022,C3413,Headphones,10,-52.565,Credit Card,Failed
T48623,7/24/2022,C2974,Headphones,3,-899.16,PayPal,Failed
T48624,7/24/2022,C2116,Coffee Machine,-3,-343.03,PayPal,Failed
T48625,10/15/2021,C666,Tablet,6,273.46,PayPal,Failed
T48626,7/24/2022,C4215,Smartphone,860,357.49,Credit Card,Completed
T48627,7/24/2022,C2392,Coffee Machine,9,-53.65,PayPal,Completed
T48628,3/13/2021,C4340,Smartphone,545,62.87,Credit Card,Pending
T48629,7/24/2022,C4391,Headphones,429,-114.01,Credit Card,Completed
T48630,7/24/2022,C1645,Coffee Machine,8,-678.06,Credit Card,Completed
T48631,7/24/2022,C3231,Laptop,-3,55.875,PayPal,Completed
T48632,7/24/2022,C035,Smartphone,-3,62.87,Cash,Pending
T48633,9/11/2022,C3647,Headphones,7,-224.25,Credit Card,Completed
T48634,7/24/2022,C2568,Laptop,-7,938.84,PayPal,Completed
T48635,7/24/2022,C2653,Smartphone,885,62.87,PayPal,Failed
T48636,7/24/2022,C3006,Coffee Machine,728,916.1,PayPal,Pending
T48637,7/24/2022,C1722,Smartphone,-9,-789.11,Credit Card,Completed
T48638,7/24/2022,C4813,Tablet,382,61.47,Credit Card,Pending
T48639,7/24/2022,C2341,Tablet,337,-250.01,Credit Card,Completed
T48640,7/24/2022,C4957,Laptop,242,55.875,PayPal,Failed
T48642,3/25/2022,C3275,Coffee Machine,531,550.29,PayPal,Completed
T48643,5/6/2024,C2294,Tablet,9,570.24,Credit Card,Completed
T48644,12/3/2024,C045,Headphones,4,-52.565,Cash,Completed
T48645,1/9/2021,C3979,Headphones,3,-124.11,PayPal,Completed
T48646,7/24/2022,C1650,Coffee Machine,-8,-53.65,PayPal,Completed
T48647,7/24/2022,C1944,Laptop,-1,934.51,Cash,Completed
T48648,9/24/2022,C2343,Laptop,109,-633.41,Credit Card,Completed
T48649,7/24/2022,C1286,Headphones,6,628.79,PayPal,Failed
T48650,9/26/2024,C2112,Coffee Machine,3,260.66,PayPal,Completed
T48651,7/24/2022,C4378,Laptop,825,55.875,PayPal,Pending
T48653,7/24/2022,C640,Smartphone,10,62.87,PayPal,Completed
